Timestamp,PPS,Avg_Latency_ms,Mode,Workers
21:42:56,6.49,0.5042,SEQUENTIAL,1
21:42:57,20.63,0.5055,SEQUENTIAL,1
21:42:58,2.13,0.5050,SEQUENTIAL,1
21:43:00,3.04,0.5068,SEQUENTIAL,1
21:43:01,4.41,0.5063,SEQUENTIAL,1
21:43:02,2.65,0.5062,SEQUENTIAL,1
21:43:04,29.69,0.5099,SEQUENTIAL,1
21:43:05,13.45,0.5084,SEQUENTIAL,1
21:43:07,17.65,0.5109,SEQUENTIAL,1
21:43:09,8.85,0.5106,SEQUENTIAL,1
21:43:10,14.35,0.5131,SEQUENTIAL,1
21:43:11,2.25,0.5152,SEQUENTIAL,1
21:43:12,3.54,0.5150,SEQUENTIAL,1
21:43:13,7.99,0.5157,SEQUENTIAL,1
21:43:14,9.87,0.5180,SEQUENTIAL,1
21:43:15,13.19,0.5190,SEQUENTIAL,1
21:43:19,4.57,0.5198,SEQUENTIAL,1
21:43:22,2.11,0.5193,SEQUENTIAL,1
21:43:23,43.27,0.5187,SEQUENTIAL,1
21:43:24,12.96,0.5195,SEQUENTIAL,1
21:43:26,4.47,0.5198,SEQUENTIAL,1
21:43:27,5.88,0.5192,SEQUENTIAL,1
21:43:28,0.58,0.5191,SEQUENTIAL,1
21:43:30,0.78,0.5189,SEQUENTIAL,1
21:43:34,4.22,0.5200,SEQUENTIAL,1
21:43:35,27.69,0.5210,SEQUENTIAL,1
21:43:36,58.06,0.5218,SEQUENTIAL,1
21:43:37,59.12,0.5205,SEQUENTIAL,1
21:43:39,452.21,0.4849,SEQUENTIAL,1
21:43:40,9.74,0.4853,SEQUENTIAL,1
21:43:41,69.83,0.4854,SEQUENTIAL,1
21:43:42,47.47,0.4861,SEQUENTIAL,1
21:43:43,10.63,0.4866,SEQUENTIAL,1
21:43:44,2.82,0.4876,SEQUENTIAL,1
21:43:45,52.03,0.4882,SEQUENTIAL,1
21:43:46,21.42,0.4884,SEQUENTIAL,1
21:43:48,290.36,0.4619,SEQUENTIAL,1
21:43:49,8.61,0.4616,SEQUENTIAL,1
21:43:50,17.51,0.4615,SEQUENTIAL,1
21:43:51,60.73,0.4603,SEQUENTIAL,1
21:43:52,66.94,0.4575,SEQUENTIAL,1
21:43:54,345.32,0.4402,SEQUENTIAL,1
21:43:55,8.19,0.4403,SEQUENTIAL,1
21:43:56,93.40,0.4406,SEQUENTIAL,1
21:43:57,591.97,0.4154,SEQUENTIAL,1
21:43:58,3.78,0.4160,SEQUENTIAL,1
21:44:01,4.90,0.4160,SEQUENTIAL,1
21:44:02,6.58,0.4159,SEQUENTIAL,1
21:44:03,468.46,0.4052,SEQUENTIAL,1
21:44:04,152.90,0.4020,SEQUENTIAL,1
21:44:05,8.19,0.4018,SEQUENTIAL,1
21:44:06,42.63,0.4053,SEQUENTIAL,1
21:44:08,17.51,0.4049,SEQUENTIAL,1
21:44:09,23.54,0.4049,SEQUENTIAL,1
21:44:10,9.62,0.4046,SEQUENTIAL,1
21:44:13,0.37,0.4046,SEQUENTIAL,1
21:44:14,40.74,0.4051,SEQUENTIAL,1
21:44:15,26.60,0.4074,SEQUENTIAL,1
21:44:16,7.88,0.4074,SEQUENTIAL,1
21:44:17,250.90,0.4027,SEQUENTIAL,1
21:44:18,420.25,0.3926,SEQUENTIAL,1
21:44:19,145.70,0.3887,SEQUENTIAL,1
21:44:20,2.70,0.3886,SEQUENTIAL,1
21:44:22,25.09,0.3892,SEQUENTIAL,1
21:44:23,46.53,0.3906,SEQUENTIAL,1
21:44:24,48.96,0.3903,SEQUENTIAL,1
21:44:25,478.41,0.3828,SEQUENTIAL,1
21:44:26,555.07,0.3717,SEQUENTIAL,1
21:44:27,337.82,0.3647,SEQUENTIAL,1
21:44:28,241.09,0.3650,SEQUENTIAL,1
21:44:29,18.59,0.3653,SEQUENTIAL,1
21:44:30,4.56,0.3658,SEQUENTIAL,1
21:44:33,8.24,0.3659,SEQUENTIAL,1
21:44:34,16.99,0.3661,SEQUENTIAL,1
21:44:35,68.51,0.3667,SEQUENTIAL,1
21:44:36,44.63,0.3682,SEQUENTIAL,1
21:44:38,12.82,0.3687,SEQUENTIAL,1
21:44:40,4.63,0.3694,SEQUENTIAL,1
21:44:41,79.72,0.3698,SEQUENTIAL,1
21:44:46,4.36,0.3702,SEQUENTIAL,1
21:44:47,8.19,0.3705,SEQUENTIAL,1
21:44:49,5.66,0.3705,SEQUENTIAL,1
21:44:50,13.34,0.3708,SEQUENTIAL,1
21:44:51,14.99,0.3715,SEQUENTIAL,1
21:44:52,43.00,0.3741,SEQUENTIAL,1
21:44:53,19.11,0.3756,SEQUENTIAL,1
21:44:55,9.70,0.3761,SEQUENTIAL,1
21:44:56,34.50,0.3776,SEQUENTIAL,1
21:44:57,1.25,0.3778,SEQUENTIAL,1
23:04:30,0.84,1.2362,SEQUENTIAL,1
23:04:31,6.33,0.1374,SEQUENTIAL,1
23:04:32,129.13,0.1712,SEQUENTIAL,1
23:04:34,180.25,0.2056,SEQUENTIAL,1
23:04:35,79.10,0.1991,SEQUENTIAL,1
23:04:36,53.93,0.2073,SEQUENTIAL,1
23:04:38,2.30,0.2050,SEQUENTIAL,1
23:04:40,34.84,0.1997,SEQUENTIAL,1
23:04:41,7.40,0.1958,SEQUENTIAL,1
23:04:42,9.96,0.1929,SEQUENTIAL,1
23:04:44,11.47,0.1909,SEQUENTIAL,1
23:04:45,13.77,0.1887,SEQUENTIAL,1
23:04:46,51.84,0.1768,SEQUENTIAL,1
23:04:47,21.06,0.1722,SEQUENTIAL,1
23:04:48,23.14,0.1662,SEQUENTIAL,1
23:04:49,14.75,0.1657,SEQUENTIAL,1
23:04:51,2.42,0.1661,SEQUENTIAL,1
23:04:52,2.76,0.1654,SEQUENTIAL,1
23:04:55,8.36,0.1686,SEQUENTIAL,1
